donor_id,donor_type,food_type,category,quantity_kg,expiry_hours,lat,long,city,pickup_status,receiver_id,distance_km,pickup_time_hours,waste_risk,co2_per_kg,methane_factor,water_usage,uncertainty_factor
D1584,supermarket,nasi putih,protein,18.9,33.0,-0.516192953457057,117.15730875496868,Samarinda,completed,R16,3.4,1.8,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D1585,restaurant,salad,vegetable,18.2,36.0,-0.4981815419821867,117.14247929424512,Samarinda,completed,R13,6.65,1.62,high,1.595,1.25,2271.6,0.972
D1586,supermarket,nasi putih,fruit,12.5,24.0,-0.4957937027627367,117.13280191135064,Samarinda,completed,R12,1.5,3.65,high,2.5766666666666667,0.585,4120.666666666667,1.05
D1587,hotel,buah apel,karbohidrat,18.4,48.0,-0.4824964976400506,117.16603932669253,Samarinda,pending,R14,5.51,1.38,high,2.242,0.825,2755.5,1.13
D1588,supermarket,ayam goreng,karbohidrat,6.6,4.0,-0.4960855399065463,117.15646241266856,Samarinda,completed,R12,3.4,3.26,low,4.82,0.18,962.0,1.025
D1589,supermarket,roti tawar,karbohidrat,16.7,6.0,-0.5122050056497607,117.14285030018118,Samarinda,completed,R8,0.57,1.52,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1590,hotel,ayam bakar,vegetable,6.0,47.0,-0.51723459572152,117.14698276528532,Samarinda,pending,R16,5.0,1.43,high,4.98,0.61,4848.0,0.965
D1591,hotel,ayam bakar,karbohidrat,20.4,32.0,-0.4889972289269647,117.1459400628453,Samarinda,failed,R19,1.93,2.48,medium,4.98,0.61,4848.0,0.965
D1592,supermarket,roti tawar,fruit,8.4,30.0,-0.5027666274526925,117.14156070590538,Samarinda,completed,R20,5.04,3.81,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1593,hotel,nasi putih,fruit,23.2,21.0,-0.5077504334595099,117.13059689487017,Samarinda,completed,R5,1.11,3.58,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D1594,restaurant,ayam goreng,protein,4.6,23.0,-0.5066914726539128,117.15539530082656,Samarinda,failed,R18,5.48,2.23,low,4.82,0.18,962.0,1.025
D1595,supermarket,sayur sop,fruit,24.0,24.0,-0.4857544816204849,117.14088552450886,Samarinda,completed,R13,0.9,1.03,low,1.34,0.91,2571.0,1.0266666666666666
D1596,supermarket,ayam goreng,vegetable,5.1,37.0,-0.5013683772104339,117.16148098338962,Samarinda,completed,R3,4.25,3.12,high,4.82,0.18,962.0,1.025
D1597,supermarket,nasi goreng,vegetable,20.4,38.0,-0.510461370073989,117.15904848016,Samarinda,completed,Unknown,2.82,3.96,low,2.242,1.2075,2896.0,0.956
D1598,supermarket,sayur sop,fruit,29.7,24.0,-0.519687254339187,117.1330777410812,Samarinda,pending,Unknown,4.35,0.89,medium,1.34,0.91,2571.0,1.0266666666666666
D1599,restaurant,ayam bakar,vegetable,20.9,36.0,-0.4811545975707878,117.13402260646124,Samarinda,pending,R16,0.79,3.69,low,4.98,0.61,4848.0,0.965
D1600,restaurant,nasi goreng,fruit,10.6,24.0,-0.5120792722114695,117.1506810594413,Samarinda,completed,R7,2.64,3.74,medium,2.242,1.2075,2896.0,0.956
D1601,restaurant,roti tawar,protein,27.3,6.0,-0.4801926813381144,117.16955613224664,Samarinda,failed,Unknown,0.76,3.91,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1602,supermarket,buah apel,vegetable,3.6,24.0,-0.4824022760679434,117.15805048050136,Samarinda,pending,Unknown,1.33,2.04,high,2.242,0.825,2755.5,1.13
D1603,supermarket,salad,fruit,16.1,28.0,-0.5003574572329038,117.16231017848123,Samarinda,failed,R2,2.79,0.58,medium,1.595,1.25,2271.6,0.972
D1604,supermarket,sayur sop,vegetable,20.1,11.0,-0.5164172166483962,117.14760127147228,Samarinda,pending,R18,0.97,2.14,medium,1.34,0.91,2571.0,1.0266666666666666
D1605,hotel,salad,protein,17.5,41.0,-0.5072720013040185,117.15143185290876,Samarinda,completed,R2,5.41,1.16,low,1.595,1.25,2271.6,0.972
D1606,supermarket,roti tawar,protein,28.6,1.0,-0.4856903807095586,117.13666248656786,Samarinda,completed,R16,2.13,0.72,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1607,restaurant,nasi goreng,protein,19.7,48.0,-0.4973981492719609,117.15219828467647,Samarinda,pending,R18,1.18,2.23,high,2.242,1.2075,2896.0,0.956
D1608,restaurant,roti tawar,vegetable,7.0,24.0,-0.5179340105430378,117.13565414510454,Samarinda,completed,Unknown,2.54,1.96,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1609,supermarket,nasi putih,karbohidrat,20.0,7.0,-0.5198827806699038,117.1691724938761,Samarinda,completed,R12,6.86,2.62,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D1610,hotel,roti tawar,protein,3.5,22.0,-0.5172662031670482,117.14167692306572,Samarinda,failed,R4,1.63,0.76,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1611,hotel,roti tawar,vegetable,5.6,47.0,-0.5094547760997071,117.14727481735592,Samarinda,failed,R20,5.01,2.3,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1612,restaurant,salad,fruit,16.1,35.0,-0.5072462692344918,117.14839920952689,Samarinda,completed,R3,2.52,1.11,high,1.595,1.25,2271.6,0.972
D1613,hotel,salad,vegetable,15.8,24.0,-0.5102001574239708,117.15036073396315,Samarinda,pending,R17,3.43,1.08,medium,1.595,1.25,2271.6,0.972
D1614,supermarket,ayam bakar,fruit,21.0,29.0,-0.4808846692054325,117.15316272036358,Samarinda,failed,Unknown,4.65,3.93,medium,4.98,0.61,4848.0,0.965
D1615,hotel,ayam goreng,vegetable,26.6,24.0,-0.490646272233913,117.1424197879114,Samarinda,failed,R13,2.94,2.72,high,4.82,0.18,962.0,1.025
D1616,restaurant,buah apel,protein,3.1,1.0,-0.4802472106575468,117.13484838953325,Samarinda,completed,Unknown,5.85,2.11,high,2.242,0.825,2755.5,1.13
D1617,restaurant,buah apel,protein,25.2,24.0,-0.5121424750470696,117.15950352151523,Samarinda,pending,Unknown,2.9,1.34,high,2.242,0.825,2755.5,1.13
D1618,hotel,buah apel,protein,19.7,8.0,-0.4947059769159866,117.14556846099268,Samarinda,completed,R15,6.55,2.23,medium,2.242,0.825,2755.5,1.13
D1619,hotel,sayur sop,fruit,16.1,8.0,-0.5189083270686162,117.14371697852248,Samarinda,pending,R12,5.08,2.23,high,1.34,0.91,2571.0,1.0266666666666666
D1620,restaurant,ayam bakar,vegetable,16.1,24.0,-0.4948201640838807,117.14054831688456,Samarinda,completed,R7,2.78,2.76,low,4.98,0.61,4848.0,0.965
D1621,supermarket,roti tawar,fruit,26.2,39.0,-0.4889131259366279,117.14124552563808,Samarinda,pending,R14,2.2,1.23,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1622,hotel,nasi putih,vegetable,17.5,31.0,-0.504696482514039,117.14218183273336,Samarinda,completed,R4,3.95,0.92,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1623,restaurant,ayam bakar,karbohidrat,25.6,15.0,-0.4910645862608908,117.15503435045572,Samarinda,completed,Unknown,2.47,2.23,low,4.98,0.61,4848.0,0.965
D1624,restaurant,buah apel,protein,23.7,26.0,-0.4829931972559946,117.16864908627709,Samarinda,completed,R2,0.89,2.91,low,2.242,0.825,2755.5,1.13
D1625,hotel,roti tawar,karbohidrat,22.1,24.0,-0.4969288225179022,117.13613932969524,Samarinda,pending,R2,6.12,3.68,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1626,hotel,sayur sop,vegetable,27.7,13.0,-0.4931936997675696,117.14527853582464,Samarinda,completed,R18,2.39,2.23,low,1.34,0.91,2571.0,1.0266666666666666
D1627,supermarket,ayam goreng,protein,6.9,45.0,-0.4983524279101375,117.15164693848072,Samarinda,failed,R11,3.57,1.5,low,4.82,0.18,962.0,1.025
D1628,supermarket,nasi putih,fruit,16.1,38.0,-0.4908404112409016,117.14582225272696,Samarinda,completed,R17,1.38,2.23,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1629,restaurant,sayur sop,vegetable,27.7,13.0,-0.4981590091344783,117.14659822717476,Samarinda,completed,R18,2.72,0.91,medium,1.34,0.91,2571.0,1.0266666666666666
D1630,restaurant,buah apel,karbohidrat,24.7,33.0,-0.5018338403386209,117.16566363613951,Samarinda,completed,R8,6.92,2.89,high,2.242,0.825,2755.5,1.13
D1631,restaurant,ayam bakar,vegetable,21.4,19.0,-0.4969749360697891,117.1365221579971,Samarinda,completed,Unknown,4.34,2.23,high,4.98,0.61,4848.0,0.965
D1632,hotel,nasi goreng,vegetable,8.7,7.0,-0.4836601992645427,117.16623693082578,Samarinda,completed,R14,6.13,2.23,low,2.242,1.2075,2896.0,0.956
D1633,supermarket,roti tawar,fruit,9.7,38.0,-0.5131923167297047,117.15950851104536,Samarinda,completed,Unknown,2.7,2.14,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1634,supermarket,buah apel,karbohidrat,13.3,14.0,-0.5020258187167673,117.14734053383704,Samarinda,completed,R2,1.41,2.79,high,2.242,0.825,2755.5,1.13
D1635,hotel,salad,vegetable,5.4,23.0,-0.5152582265210056,117.13575572785577,Samarinda,completed,R17,3.18,3.21,low,1.595,1.25,2271.6,0.972
D1636,hotel,roti tawar,vegetable,10.6,37.0,-0.5118988840048341,117.15289283489604,Samarinda,failed,R11,5.21,3.35,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1637,restaurant,salad,fruit,8.6,30.0,-0.4920958975483303,117.16362040471944,Samarinda,completed,R9,6.23,0.88,high,1.595,1.25,2271.6,0.972
D1638,restaurant,buah apel,protein,20.1,30.0,-0.4815472359485302,117.15570646196367,Samarinda,completed,R10,1.09,2.98,high,2.242,0.825,2755.5,1.13
D1639,hotel,nasi putih,fruit,23.5,7.0,-0.4823783124960211,117.1392984970617,Samarinda,pending,R18,5.02,1.83,high,2.5766666666666667,0.585,4120.666666666667,1.05
D1640,supermarket,ayam bakar,protein,24.9,14.0,-0.5030823672321051,117.1459634692754,Samarinda,pending,Unknown,3.29,1.65,medium,4.98,0.61,4848.0,0.965
D1641,restaurant,roti tawar,protein,28.3,23.0,-0.5057543349273733,117.14417334820637,Samarinda,completed,Unknown,6.99,1.75,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1642,supermarket,salad,fruit,3.2,12.0,-0.4856919870404351,117.15299968496583,Samarinda,failed,R11,6.21,1.06,medium,1.595,1.25,2271.6,0.972
D1643,supermarket,nasi goreng,fruit,11.0,24.0,-0.5133026663082036,117.14146532084833,Samarinda,completed,R13,1.05,2.23,high,2.242,1.2075,2896.0,0.956
D1644,restaurant,ayam goreng,protein,29.5,26.0,-0.4882445152124941,117.14594257786815,Samarinda,completed,R13,5.55,1.22,medium,4.82,0.18,962.0,1.025
D1645,hotel,sayur sop,protein,12.4,24.0,-0.4980814977018635,117.16495001366754,Samarinda,completed,R9,3.3,0.54,medium,1.34,0.91,2571.0,1.0266666666666666
D1646,supermarket,nasi putih,protein,9.5,32.0,-0.5110521153516098,117.14617683327802,Samarinda,completed,R2,1.05,3.22,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1647,hotel,nasi putih,fruit,16.1,1.0,-0.5174731072667783,117.16133476422291,Samarinda,pending,R20,1.24,2.23,high,2.5766666666666667,0.585,4120.666666666667,1.05
D1648,restaurant,roti tawar,protein,6.6,7.0,-0.4963376129857578,117.16062406232524,Samarinda,failed,R14,4.0,1.01,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1649,supermarket,ayam bakar,vegetable,25.0,6.0,-0.5106795639564105,117.13976278959206,Samarinda,completed,R12,0.68,3.69,low,4.98,0.61,4848.0,0.965
D1650,hotel,nasi goreng,fruit,2.3,31.0,-0.512296223721616,117.164033515772,Samarinda,completed,R3,6.08,1.02,medium,2.242,1.2075,2896.0,0.956
D1651,hotel,nasi goreng,protein,6.9,24.0,-0.5170273661209164,117.14048628359164,Samarinda,pending,R11,5.04,2.23,low,2.242,1.2075,2896.0,0.956
D1652,hotel,sayur sop,karbohidrat,6.8,31.0,-0.4893582008776521,117.15237682018898,Samarinda,pending,R1,6.68,3.73,medium,1.34,0.91,2571.0,1.0266666666666666
D1653,restaurant,buah apel,karbohidrat,8.1,24.0,-0.5154637903974203,117.15384746417952,Samarinda,completed,R14,3.26,3.48,high,2.242,0.825,2755.5,1.13
D1654,supermarket,ayam goreng,fruit,15.5,25.0,-0.51242169087043,117.14885066930344,Samarinda,completed,R19,4.36,1.85,high,4.82,0.18,962.0,1.025
D1655,hotel,buah apel,fruit,5.4,10.0,-0.5146350801412473,117.137466850984,Samarinda,failed,Unknown,1.59,1.55,low,2.242,0.825,2755.5,1.13
D1656,hotel,nasi goreng,fruit,11.9,15.0,-0.496057563734868,117.1439052408365,Samarinda,failed,R18,5.68,3.41,medium,2.242,1.2075,2896.0,0.956
D1657,restaurant,salad,vegetable,21.6,24.0,-0.4856958554354945,117.154475143096,Samarinda,pending,R13,2.94,1.38,medium,1.595,1.25,2271.6,0.972
D1658,supermarket,salad,vegetable,23.2,19.0,-0.4878567896263258,117.15804280795297,Samarinda,pending,R13,1.03,1.81,low,1.595,1.25,2271.6,0.972
D1659,hotel,nasi putih,fruit,14.8,39.0,-0.4887783886250754,117.13208656365282,Samarinda,failed,R4,5.27,1.82,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1660,hotel,salad,fruit,20.6,6.0,-0.5194249673308075,117.13062003735526,Samarinda,completed,R3,3.8,3.71,high,1.595,1.25,2271.6,0.972
D1661,hotel,nasi putih,karbohidrat,18.1,24.0,-0.5039264381090578,117.140594468115,Samarinda,pending,R15,5.98,0.89,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1662,restaurant,ayam bakar,vegetable,2.6,24.0,-0.5128535120975705,117.16711420268328,Samarinda,completed,R12,2.03,2.23,medium,4.98,0.61,4848.0,0.965
D1663,restaurant,salad,protein,20.6,42.0,-0.5144768445753574,117.13464212332748,Samarinda,completed,R15,2.66,2.23,low,1.595,1.25,2271.6,0.972
D1664,hotel,ayam bakar,fruit,2.2,30.0,-0.5198237051971223,117.16189980424284,Samarinda,failed,R5,5.71,3.28,medium,4.98,0.61,4848.0,0.965
D1665,restaurant,nasi goreng,fruit,12.8,33.0,-0.4889632172372758,117.15952512968327,Samarinda,pending,R13,1.07,2.23,medium,2.242,1.2075,2896.0,0.956
D1666,supermarket,salad,protein,10.8,27.0,-0.490896832954039,117.15471832776127,Samarinda,pending,R17,2.94,3.91,medium,1.595,1.25,2271.6,0.972
D1667,hotel,roti tawar,protein,2.7,14.0,-0.4876642956136203,117.14518566526358,Samarinda,completed,R6,3.49,0.85,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1668,restaurant,ayam goreng,protein,25.4,35.0,-0.4990704670415615,117.13515853815504,Samarinda,completed,R12,4.14,1.78,high,4.82,0.18,962.0,1.025
D1669,hotel,salad,karbohidrat,23.9,29.0,-0.4915783806371329,117.16845511343408,Samarinda,failed,R16,5.28,0.81,low,1.595,1.25,2271.6,0.972
D1670,hotel,buah apel,fruit,18.2,22.0,-0.5078357390243698,117.13301513879638,Samarinda,completed,Unknown,3.94,1.94,low,2.242,0.825,2755.5,1.13
D1671,restaurant,nasi goreng,fruit,15.2,29.0,-0.5069593208738467,117.16393954287294,Samarinda,completed,R4,3.97,2.74,medium,2.242,1.2075,2896.0,0.956
D1672,hotel,sayur sop,karbohidrat,16.1,24.0,-0.4939813478308982,117.1467427125328,Samarinda,completed,R13,6.53,3.99,high,1.34,0.91,2571.0,1.0266666666666666
D1673,supermarket,ayam goreng,fruit,21.8,20.0,-0.4800424970351315,117.13402207578407,Samarinda,failed,Unknown,1.14,1.37,medium,4.82,0.18,962.0,1.025
D1674,hotel,roti tawar,fruit,9.1,33.0,-0.4822090973854796,117.14870593688286,Samarinda,completed,R19,2.41,3.99,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1675,restaurant,nasi goreng,protein,25.8,37.0,-0.5134146014740151,117.1328315457285,Samarinda,failed,R8,2.73,3.24,medium,2.242,1.2075,2896.0,0.956
D1676,hotel,ayam bakar,vegetable,9.0,24.0,-0.4882934706432109,117.13563865037317,Samarinda,pending,R16,4.86,2.23,medium,4.98,0.61,4848.0,0.965
D1677,hotel,nasi putih,fruit,9.6,33.0,-0.4947774152543314,117.1407595653656,Samarinda,pending,R16,0.63,3.21,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1678,supermarket,ayam goreng,vegetable,16.2,24.0,-0.5033432090458541,117.15394114992272,Samarinda,completed,R9,4.45,1.21,high,4.82,0.18,962.0,1.025
D1679,supermarket,nasi putih,vegetable,11.5,30.0,-0.5015601255744251,117.13007749539328,Samarinda,failed,R16,6.89,3.15,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1680,hotel,nasi goreng,protein,3.3,1.0,-0.4928310567523407,117.16933545126751,Samarinda,pending,R3,0.53,3.72,low,2.242,1.2075,2896.0,0.956
D1681,restaurant,ayam bakar,fruit,17.0,5.0,-0.4894252108965011,117.14232205290658,Samarinda,completed,R17,3.88,1.77,medium,4.98,0.61,4848.0,0.965
D1682,hotel,ayam goreng,fruit,30.0,6.0,-0.4893225768408783,117.14321386749148,Samarinda,pending,R19,6.96,3.98,high,4.82,0.18,962.0,1.025
D1683,supermarket,roti tawar,vegetable,14.0,9.0,-0.4858579194033854,117.15533050201608,Samarinda,failed,R2,0.97,2.85,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1684,restaurant,ayam bakar,fruit,28.6,24.0,-0.503294615837197,117.14742689916888,Samarinda,failed,R3,1.9,2.62,low,4.98,0.61,4848.0,0.965
D1685,restaurant,ayam goreng,fruit,16.4,1.0,-0.4979347112804689,117.14242072100376,Samarinda,completed,R5,3.56,1.53,medium,4.82,0.18,962.0,1.025
D1686,hotel,sayur sop,vegetable,15.6,40.0,-0.5147202154792397,117.13715840732593,Samarinda,pending,R12,5.58,0.63,medium,1.34,0.91,2571.0,1.0266666666666666
D1687,hotel,sayur sop,protein,22.6,20.0,-0.5093685957361592,117.16410747571018,Samarinda,completed,R10,1.54,1.89,low,1.34,0.91,2571.0,1.0266666666666666
D1688,supermarket,nasi putih,protein,13.1,37.0,-0.4878021274310548,117.15283620907697,Samarinda,pending,R9,2.12,3.43,high,2.5766666666666667,0.585,4120.666666666667,1.05
D1689,hotel,roti tawar,vegetable,29.4,23.0,-0.4800432009452832,117.16834189274076,Samarinda,failed,R15,1.84,0.68,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1690,restaurant,nasi putih,vegetable,12.3,22.0,-0.497851341482953,117.1579734904606,Samarinda,failed,Unknown,0.84,3.49,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1691,restaurant,ayam bakar,vegetable,19.9,11.0,-0.4865384869218275,117.13960321070816,Samarinda,pending,Unknown,4.47,2.23,high,4.98,0.61,4848.0,0.965
D1692,restaurant,ayam bakar,vegetable,23.2,32.0,-0.5164870073639763,117.13952419124838,Samarinda,pending,Unknown,2.51,2.23,high,4.98,0.61,4848.0,0.965
D1693,restaurant,ayam goreng,karbohidrat,11.7,12.0,-0.4889605213474355,117.13403522660342,Samarinda,failed,R17,4.5,3.44,low,4.82,0.18,962.0,1.025
D1694,supermarket,sayur sop,protein,13.0,17.0,-0.5074116005531483,117.15999908874602,Samarinda,failed,R12,4.74,3.39,low,1.34,0.91,2571.0,1.0266666666666666
D1695,restaurant,buah apel,karbohidrat,7.7,33.0,-0.5111826231427894,117.14055922230855,Samarinda,failed,Unknown,1.74,2.47,low,2.242,0.825,2755.5,1.13
D1696,restaurant,ayam goreng,karbohidrat,22.3,30.0,-0.4924576851269156,117.15533840190932,Samarinda,pending,R11,2.26,2.23,low,4.82,0.18,962.0,1.025
D1697,supermarket,ayam goreng,protein,29.5,34.0,-0.5041222502755378,117.1488243972272,Samarinda,completed,R17,3.28,1.18,low,4.82,0.18,962.0,1.025
D1698,hotel,roti tawar,protein,10.5,27.0,-0.4927270712030058,117.13275835044648,Samarinda,completed,R14,3.34,1.73,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1699,restaurant,sayur sop,karbohidrat,19.8,30.0,-0.5088768543341964,117.13006880882646,Samarinda,failed,Unknown,2.07,2.56,medium,1.34,0.91,2571.0,1.0266666666666666
D1700,restaurant,ayam goreng,fruit,7.7,4.0,-0.5165073510352901,117.1539141658234,Samarinda,failed,R19,2.71,2.1,medium,4.82,0.18,962.0,1.025
D1701,supermarket,nasi goreng,karbohidrat,16.0,24.0,-0.5066865449703958,117.15725931052664,Samarinda,failed,R20,5.23,2.62,low,2.242,1.2075,2896.0,0.956
D1702,restaurant,ayam bakar,fruit,15.1,14.0,-0.5074013532444018,117.14590011671888,Samarinda,pending,R15,4.65,1.86,high,4.98,0.61,4848.0,0.965
D1703,restaurant,buah apel,karbohidrat,16.1,18.0,-0.5167350473482396,117.14904315806966,Samarinda,completed,Unknown,0.67,2.97,high,2.242,0.825,2755.5,1.13
D1704,restaurant,roti tawar,karbohidrat,2.5,46.0,-0.5131270301814219,117.1580112490616,Samarinda,pending,R8,1.21,1.96,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1705,restaurant,salad,karbohidrat,17.6,27.0,-0.4846841696928214,117.15577309014338,Samarinda,pending,R9,4.1,2.65,high,1.595,1.25,2271.6,0.972
D1706,hotel,roti tawar,protein,16.1,44.0,-0.4919580580104165,117.15761560577684,Samarinda,completed,R3,1.17,2.23,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1707,supermarket,salad,fruit,26.9,27.0,-0.491237110147645,117.14070058366154,Samarinda,completed,R12,5.33,3.87,medium,1.595,1.25,2271.6,0.972
D1708,supermarket,roti tawar,protein,9.1,2.0,-0.4867333981843449,117.13398817012126,Samarinda,pending,R3,0.51,1.35,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1709,hotel,roti tawar,karbohidrat,20.2,39.0,-0.4967807334638451,117.14785086536996,Samarinda,failed,Unknown,6.47,2.23,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1710,restaurant,roti tawar,protein,15.3,22.0,-0.4899189335790712,117.13097574695676,Samarinda,pending,R6,4.09,2.23,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1711,hotel,ayam bakar,protein,12.9,18.0,-0.5196292539748696,117.16062172472463,Samarinda,completed,Unknown,1.99,2.23,medium,4.98,0.61,4848.0,0.965
D1712,hotel,nasi goreng,fruit,5.6,34.0,-0.4807881485154374,117.15157839253288,Samarinda,failed,R7,1.55,2.23,medium,2.242,1.2075,2896.0,0.956
D1713,restaurant,ayam goreng,fruit,16.4,48.0,-0.5110608950896218,117.13196023738064,Samarinda,failed,R6,6.84,3.48,low,4.82,0.18,962.0,1.025
D1714,supermarket,sayur sop,karbohidrat,16.4,18.0,-0.4848982307991477,117.14995178935918,Samarinda,completed,R3,4.93,3.38,low,1.34,0.91,2571.0,1.0266666666666666
D1715,supermarket,ayam bakar,protein,25.1,24.0,-0.4908587102778012,117.133621667534,Samarinda,pending,R16,1.26,2.89,low,4.98,0.61,4848.0,0.965
D1716,hotel,roti tawar,karbohidrat,18.5,24.0,-0.4932084365077195,117.13115146971622,Samarinda,pending,Unknown,3.11,2.23,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1717,hotel,buah apel,protein,16.1,7.0,-0.5155364704767444,117.1483221905612,Samarinda,failed,R13,4.97,2.23,high,2.242,0.825,2755.5,1.13
D1718,restaurant,ayam goreng,fruit,18.5,17.0,-0.486897239145633,117.1402486685188,Samarinda,pending,R20,4.4,2.08,medium,4.82,0.18,962.0,1.025
D1719,hotel,ayam bakar,fruit,2.2,21.0,-0.4939486315421441,117.1503584203666,Samarinda,completed,Unknown,6.03,0.62,medium,4.98,0.61,4848.0,0.965
D1720,supermarket,nasi goreng,vegetable,24.0,13.0,-0.4853873919406301,117.14544674045187,Samarinda,completed,R9,2.91,3.15,high,2.242,1.2075,2896.0,0.956
D1721,supermarket,salad,protein,3.5,30.0,-0.4821205494107243,117.16439130858905,Samarinda,failed,R19,3.51,3.45,high,1.595,1.25,2271.6,0.972
D1722,supermarket,sayur sop,karbohidrat,28.2,37.0,-0.4870216409669603,117.13854387117938,Samarinda,failed,R13,5.32,1.42,high,1.34,0.91,2571.0,1.0266666666666666
D1723,supermarket,nasi putih,karbohidrat,11.7,5.0,-0.5025061269657869,117.16241494973484,Samarinda,completed,Unknown,0.92,0.53,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D1724,hotel,ayam bakar,protein,2.7,47.0,-0.5183613874944083,117.14080793590588,Samarinda,completed,Unknown,1.24,3.12,high,4.98,0.61,4848.0,0.965
D1725,hotel,ayam goreng,fruit,16.1,35.0,-0.5101028746777135,117.15530204680108,Samarinda,failed,Unknown,4.57,1.97,low,4.82,0.18,962.0,1.025
D1726,supermarket,buah apel,fruit,7.1,42.0,-0.5042344273719774,117.13478897126156,Samarinda,pending,R20,3.03,0.83,low,2.242,0.825,2755.5,1.13
D1727,hotel,ayam goreng,protein,7.5,4.0,-0.5165937297367745,117.13274176804345,Samarinda,pending,R11,1.77,2.23,low,4.82,0.18,962.0,1.025
D1728,hotel,ayam bakar,fruit,14.5,19.0,-0.4822035668481585,117.15996356974904,Samarinda,completed,Unknown,6.19,3.43,high,4.98,0.61,4848.0,0.965
D1729,hotel,sayur sop,vegetable,16.1,48.0,-0.4873365102784808,117.15918470582145,Samarinda,pending,R3,2.23,2.1,high,1.34,0.91,2571.0,1.0266666666666666
D1730,supermarket,roti tawar,karbohidrat,6.6,37.0,-0.5154231762689168,117.14024579847803,Samarinda,completed,R19,5.8,1.91,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1731,supermarket,salad,karbohidrat,27.9,36.0,-0.4900300491199853,117.13977869451706,Samarinda,pending,R6,4.55,1.32,low,1.595,1.25,2271.6,0.972
D1732,hotel,roti tawar,vegetable,19.4,12.0,-0.4879834427535903,117.14081112645115,Samarinda,failed,R2,5.02,1.58,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D1733,supermarket,buah apel,vegetable,16.1,24.0,-0.5180124984164178,117.13630464286054,Samarinda,failed,Unknown,3.03,3.59,low,2.242,0.825,2755.5,1.13
D1734,restaurant,nasi putih,protein,29.8,36.0,-0.5155436628869083,117.16759966650947,Samarinda,failed,R9,3.95,2.23,high,2.5766666666666667,0.585,4120.666666666667,1.05
D1735,restaurant,ayam bakar,karbohidrat,22.4,24.0,-0.5046367138543474,117.15801899646355,Samarinda,pending,R4,3.69,2.31,medium,4.98,0.61,4848.0,0.965
D1736,restaurant,ayam bakar,vegetable,24.0,45.0,-0.4855158082238438,117.1454176298606,Samarinda,completed,Unknown,3.24,2.23,medium,4.98,0.61,4848.0,0.965
D1737,hotel,nasi putih,protein,29.2,30.0,-0.5130095759142307,117.15426052970648,Samarinda,completed,R13,3.18,1.69,low,2.5766666666666667,0.585,4120.666666666667,1.05
D1738,hotel,sayur sop,vegetable,27.8,1.0,-0.4910824080576861,117.1493037706569,Samarinda,pending,Unknown,4.55,3.6,medium,1.34,0.91,2571.0,1.0266666666666666
D1739,hotel,ayam goreng,karbohidrat,9.5,47.0,-0.4868962911260589,117.14137483072184,Samarinda,completed,R10,2.32,1.71,high,4.82,0.18,962.0,1.025
